"","occupation","code","employ1","employ2","change_number","change_percent","job_change_number","annual_wage","education","work_experience","job_training","year"
"1454","Production workers, all other
 Show/hide Example Job Titles","51-9199",241.8,259.3,17.5,7.3,80.6,"26940.0","High school diploma or equivalent","None","Moderate-term on-the-job training","2012"
"1455","Production, planning, and expediting clerks
 Show/hide Example Job Titles","43-5061",284.7,294.8,10.1,3.6,81.1,"43740.0","High school diploma or equivalent","None","Moderate-term on-the-job training","2012"
"1456","Proofreaders and copy markers
 Show/hide Example Job Titles","43-9081",13.2,13,-0.2,-1.4,2.4,"32780.0","Bachelor's degree","None","None","2012"
"1457","Property, real estate, and community association managers
 Show/hide Example Job Titles","2645027.0",297,332,35,11.8,102.1,"52610.0","High school diploma or equivalent","Less than 5 years","None","2012"
"1458","Prosthodontists
 Show/hide Example Job Titles","29-1024",0.4,0.5,0.1,15,0.2,"169130.0","Doctoral or professional degree","None","Internship/residency","2012"
"1459","Protective service workers, all other
 Show/hide Example Job Titles","33-9099",82.5,89.6,7.1,8.6,63.6,"30460.0","High school diploma or equivalent","None","Short-term on-the-job training","2012"
"1460","Psychiatric aides
 Show/hide Example Job Titles","31-1013",82,86.8,4.9,6,20.5,"24580.0","High school diploma or equivalent","None","Short-term on-the-job training","2012"
"1461","Psychiatric technicians
 Show/hide Example Job Titles","29-2053",71,73.8,2.8,3.9,9.8,"30050.0","Postsecondary non-degree award","None","Short-term on-the-job training","2012"
"1462","Psychiatrists
 Show/hide Example Job Titles","29-1066",27.2,31.6,4.4,16.2,11.2,"173330.0","Doctoral or professional degree","None","Internship/residency","2012"
"1463","Psychologists, all other
 Show/hide Example Job Titles","19-3039",13.4,14.9,1.4,10.7,5.1,"90020.0","Master's degree","None","Internship/residency","2012"
"1464","Psychology teachers, postsecondary
 Show/hide Example Job Titles","25-1066",47.5,54.2,6.8,14.2,13.9,"68020.0","Doctoral or professional degree","None","None","2012"
"1465","Public address system and other announcers
 Show/hide Example Job Titles","27-3012",10.7,11.5,0.8,7.6,3,"26230.0","High school diploma or equivalent","None","Short-term on-the-job training","2012"
"1466","Public relations and fundraising managers
 Show/hide Example Job Titles","48153.0",62.1,70.1,8,12.9,21.3,"95450.0","Bachelor's degree","5 years or more","None","2012"
"1467","Public relations specialists
 Show/hide Example Job Titles","27-3031",229.1,256.5,27.4,12,58.8,"54170.0","Bachelor's degree","None","None","2012"
"1468","Pump operators, except wellhead pumpers
 Show/hide Example Job Titles","53-7072",13.2,14.7,1.4,10.8,6,"44610.0","Less than high school","None","Moderate-term on-the-job training","2012"
"1469","Purchasing agents, except wholesale, retail, and farm products
 Show/hide Example Job Titles","13-1023",294,302.4,8.4,2.9,61.6,"58760.0","High school diploma or equivalent","None","Long-term on-the-job training","2012"
"1470","Purchasing managers
 Show/hide Example Job Titles","424353.0",71.9,73.4,1.5,2.1,17.3,"100170.0","Bachelor's degree","5 years or more","None","2012"
"1471","Radiation therapists
 Show/hide Example Job Titles","29-1124",19.1,23.6,4.5,23.5,8.4,"77560.0","Associate's degree","None","None","2012"
"1472","Radio and television announcers
 Show/hide Example Job Titles","27-3011",41.3,41.2,0,-0.1,8.6,"28020.0","Bachelor's degree","None","None","2012"
"1473","Radio operators
 Show/hide Example Job Titles","27-4013",1.4,1.4,0,1.2,0.3,"42080.0","High school diploma or equivalent","None","Short-term on-the-job training","2012"
"1474","Radio, cellular, and tower equipment installers and repairs
 Show/hide Example Job Titles","49-2021",16.4,17.5,1.1,6.6,3.3,"43900.0","Associate's degree","None","Moderate-term on-the-job training","2012"
"1475","Radiologic technologists 
 Show/hide Example Job Titles","29-2034",199.2,240.8,41.5,20.8,69.6,"54620.0","Associate's degree","None","None","2012"
"1476","Rail car repairers
 Show/hide Example Job Titles","49-3043",21.2,21.7,0.5,2.5,6.6,"48500.0","High school diploma or equivalent","None","Long-term on-the-job training","2012"
"1477","Rail transportation workers, all other
 Show/hide Example Job Titles","53-4099",3.1,3.2,0.1,2.2,1,"55080.0","High school diploma or equivalent","None","Moderate-term on-the-job training","2012"
"1478","Rail yard engineers, dinkey operators, and hostlers
 Show/hide Example Job Titles","53-4013",5.3,5.4,0.1,2.4,1.7,"41230.0","High school diploma or equivalent","None","Moderate-term on-the-job training","2012"
"1479","Rail-track laying and maintenance equipment operators
 Show/hide Example Job Titles","47-4061",17.3,18.2,0.9,5.2,4.5,"45920.0","High school diploma or equivalent","None","Moderate-term on-the-job training","2012"
"1480","Railroad brake, signal, and switch operators
 Show/hide Example Job Titles","53-4021",25,24.4,-0.7,-2.6,7.6,"51340.0","High school diploma or equivalent","None","Moderate-term on-the-job training","2012"
"1481","Railroad conductors and yardmasters
 Show/hide Example Job Titles","53-4031",43.8,42.5,-1.3,-2.9,13.3,"54700.0","High school diploma or equivalent","None","Moderate-term on-the-job training","2012"
"1482","Real estate brokers
 Show/hide Example Job Titles","41-9021",79.6,88.3,8.6,10.8,16.1,"58350.0","High school diploma or equivalent","Less than 5 years","None","2012"
"1483","Real estate sales agents
 Show/hide Example Job Titles","41-9022",342.4,380.3,38,11.1,70.2,"39140.0","High school diploma or equivalent","None","Long-term on-the-job training","2012"
"1484","Receptionists and information clerks
 Show/hide Example Job Titles","43-4171",1006.7,1142.6,135.9,13.5,406.9,"25990.0","High school diploma or equivalent","None","Short-term on-the-job training","2012"
"1485","Recreation and fitness studies teachers, postsecondary
 Show/hide Example Job Titles","25-1193",23,25.8,2.8,12.2,6.3,"57920.0","Doctoral or professional degree","None","None","2012"
"1486","Recreation workers
 Show/hide Example Job Titles","39-9032",345.4,394.4,49,14.2,89.7,"22240.0","Bachelor's degree","None","None","2012"
"1487","Recreational therapists
 Show/hide Example Job Titles","29-1125",19.8,22.5,2.7,13.4,6.7,"42280.0","Bachelor's degree","None","None","2012"
"1488","Recreational vehicle service technicians
 Show/hide Example Job Titles","49-3092",11.1,12.1,1,8.7,4.8,"34540.0","High school diploma or equivalent","None","Long-term on-the-job training","2012"
"1489","Refractory materials repairers, except brickmasons
 Show/hide Example Job Titles","49-9045",2.1,2.1,0,0.4,0.6,"41370.0","High school diploma or equivalent","None","Moderate-term on-the-job training","2012"
"1490","Refuse and recyclable material collectors
 Show/hide Example Job Titles","53-7081",133.2,154.9,21.6,16.2,49.3,"32930.0","Less than high school","None","Short-term on-the-job training","2012"
"1491","Registered nurses
 Show/hide Example Job Titles","29-1141",2711.5,3238.4,526.8,19.4,1052.6,"65470.0","Associate's degree","None","None","2012"
"1492","Rehabilitation counselors
 Show/hide Example Job Titles","21-1015",117.5,140.9,23.4,19.9,48.4,"33880.0","Master's degree","None","None","2012"
"1493","Reinforcing iron and rebar workers
 Show/hide Example Job Titles","47-2171",15.5,19,3.6,23.1,6.2,"45910.0","High school diploma or equivalent","None","Apprenticeship","2012"
"1494","Religious workers, all other
 Show/hide Example Job Titles","21-2099",59.9,65.3,5.4,8.9,19.1,"26380.0","Bachelor's degree","None","None","2012"
"1495","Reporters and correspondents
 Show/hide Example Job Titles","27-3022",51.7,44.6,-7.1,-13.8,17.6,"35870.0","Bachelor's degree","None","None","2012"
"1496","Reservation and transportation ticket agents and travel clerks
 Show/hide Example Job Titles","43-4181",139.1,119.6,-19.5,-14,18.5,"32400.0","High school diploma or equivalent","None","Short-term on-the-job training","2012"
"1497","Residential advisors
 Show/hide Example Job Titles","39-9041",89.7,108.2,18.5,20.7,57.3,"24520.0","High school diploma or equivalent","None","Short-term on-the-job training","2012"
"1498","Respiratory therapists
 Show/hide Example Job Titles","29-1126",119.3,142.1,22.7,19.1,40.1,"55870.0","Associate's degree","None","None","2012"
"1499","Respiratory therapy technicians
 Show/hide Example Job Titles","29-2054",13.6,15.9,2.3,16.9,3.6,"46760.0","Associate's degree","None","Moderate-term on-the-job training","2012"
"1500","Retail salespersons
 Show/hide Example Job Titles","41-2031",4447,4881.7,434.7,9.8,1955.7,"21110.0","Less than high school","None","Short-term on-the-job training","2012"
"1501","Riggers
 Show/hide Example Job Titles","49-9096",15.2,18.7,3.5,23.3,7.2,"42660.0","High school diploma or equivalent","None","Short-term on-the-job training","2012"
"1502","Rock splitters, quarry
 Show/hide Example Job Titles","47-5051",4.6,5.4,0.8,17.4,1.4,"32280.0","High school diploma or equivalent","None","Short-term on-the-job training","2012"
"1503","Rolling machine setters, operators, and tenders, metal and plastic
 Show/hide Example Job Titles","51-4023",36.4,32.8,-3.6,-9.9,7,"37390.0","High school diploma or equivalent","None","Moderate-term on-the-job training","2012"
"1504","Roof bolters, mining
 Show/hide Example Job Titles","47-5061",6.7,6.4,-0.3,-4.2,1.8,"54320.0","High school diploma or equivalent","None","Moderate-term on-the-job training","2012"
"1505","Roofers
 Show/hide Example Job Titles","47-2181",132.7,147.9,15.2,11.4,42.9,"35290.0","Less than high school","None","Moderate-term on-the-job training","2012"
"1506","Rotary drill operators, oil and gas
 Show/hide Example Job Titles","47-5012",26,30.9,4.8,18.6,15.4,"49220.0","Less than high school","None","Moderate-term on-the-job training","2012"
"1507","Roustabouts, oil and gas
 Show/hide Example Job Titles","47-5071",61.1,72.8,11.7,19.2,27.9,"34130.0","Less than high school","None","Moderate-term on-the-job training","2012"
"1508","Sailors and marine oilers
 Show/hide Example Job Titles","53-5011",31.9,36.9,5,15.5,19.3,"38190.0","Less than high school","None","Moderate-term on-the-job training","2012"
"1509","Sales and related workers, all other
 Show/hide Example Job Titles","41-9099",135.7,154.1,18.4,13.5,45,"25800.0","High school diploma or equivalent","None","None","2012"
"1510","Sales engineers
 Show/hide Example Job Titles","41-9031",66,71.8,5.9,8.9,17.4,"91830.0","Bachelor's degree","None","Moderate-term on-the-job training","2012"
"1511","Sales managers
 Show/hide Example Job Titles","44866.0",359.3,389,29.8,8.3,106.9,"105260.0","Bachelor's degree","Less than 5 years","None","2012"
"1512","Sales representatives, services, all other
 Show/hide Example Job Titles","41-3099",701.9,812.2,110.3,15.7,302,"50850.0","High school diploma or equivalent","None","Short-term on-the-job training","2012"
"1513","Sales representatives, wholesale and manufacturing, except technical and scientific products
 Show/hide Example Job Titles","41-4012",1480.7,1612.8,132,8.9,420.7,"54230.0","High school diploma or equivalent","None","Moderate-term on-the-job training","2012"
"1514","Sales representatives, wholesale and manufacturing, technical and scientific products
 Show/hide Example Job Titles","41-4011",382.3,419.5,37.2,9.7,111.8,"74970.0","Bachelor's degree","None","Moderate-term on-the-job training","2012"
"1515","Sawing machine setters, operators, and tenders, wood
 Show/hide Example Job Titles","51-7041",40.2,45.7,5.4,13.5,16.6,"26190.0","High school diploma or equivalent","None","Short-term on-the-job training","2012"
"1516","Secondary school teachers, except special and career/technical education
 Show/hide Example Job Titles","25-2031",955.8,1008.7,52.9,5.5,312.6,"55050.0","Bachelor's degree","None","Internship/residency","2012"
"1517","Secretaries and administrative assistants, except legal, medical, and executive
 Show/hide Example Job Titles","43-6014",2324.4,2632.3,307.8,13.2,587.6,"32410.0","High school diploma or equivalent","None","Short-term on-the-job training","2012"
"1518","Securities, commodities, and financial services sales agents
 Show/hide Example Job Titles","41-3031",354.6,394.3,39.7,11.2,122.6,"71720.0","Bachelor's degree","None","Moderate-term on-the-job training","2012"
"1519","Security and fire alarm systems installers
 Show/hide Example Job Titles","49-2098",58,67.2,9.2,15.9,21,"41030.0","High school diploma or equivalent","None","Moderate-term on-the-job training","2012"
"1520","Security guards
 Show/hide Example Job Titles","33-9032",1074.3,1203.9,129.6,12.1,294.2,"23970.0","High school diploma or equivalent","None","Short-term on-the-job training","2012"
"1521","Segmental pavers
 Show/hide Example Job Titles","47-4091",1.8,2.4,0.7,38.1,1,"33720.0","High school diploma or equivalent","None","Moderate-term on-the-job training","2012"
"1522","Self-enrichment education teachers
 Show/hide Example Job Titles","25-3021",316.2,360.1,43.9,13.9,97.9,"35320.0","High school diploma or equivalent","Less than 5 years","None","2012"
"1523","Semiconductor processors
 Show/hide Example Job Titles","51-9141",21.3,15.5,-5.8,-27.1,5,"33020.0","Associate's degree","None","Moderate-term on-the-job training","2012"
"1524","Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders
 Show/hide Example Job Titles","51-9012",41.3,40.1,-1.2,-2.9,14.4,"38570.0","High school diploma or equivalent","None","Moderate-term on-the-job training","2012"
"1525","Septic tank servicers and sewer pipe cleaners
 Show/hide Example Job Titles","47-4071",25.4,31.9,6.6,25.8,11.9,"34020.0","Less than high school","None","Moderate-term on-the-job training","2012"
"1526","Service unit operators, oil, gas, and mining
 Show/hide Example Job Titles","47-5013",59.3,71.7,12.4,20.9,36.4,"41970.0","Less than high school","None","Moderate-term on-the-job training","2012"
"1527","Set and exhibit designers
 Show/hide Example Job Titles","27-1027",11.4,12.1,0.7,6.3,3.7,"50300.0","Bachelor's degree","None","None","2012"
"1528","Sewers, hand
 Show/hide Example Job Titles","51-6051",11.1,10,-1,-9.3,1.2,"22820.0","Less than high school","None","Moderate-term on-the-job training","2012"
"1529","Sewing machine operators
 Show/hide Example Job Titles","51-6031",161.4,119.7,-41.7,-25.8,7.7,"21270.0","Less than high school","None","Short-term on-the-job training","2012"
"1530","Shampooers
 Show/hide Example Job Titles","39-5093",18.9,18.6,-0.3,-1.5,1.6,"18310.0","Less than high school","None","Short-term on-the-job training","2012"
"1531","Sheet metal workers
 Show/hide Example Job Titles","47-2211",142.3,164.3,22,15.5,48.9,"43290.0","High school diploma or equivalent","None","Apprenticeship","2012"
